Song,Artist,Compound,Negitive,Neutral,Positive
I Don't Know Why,Alison Krauss,0.517,0.075,0.836,0.089
I Give You To His Heart,Alison Krauss,0.8047,0.098,0.754,0.148
I Know Who Holds Tomorrow,Alison Krauss,0.9022,0.034,0.853,0.113
I Will,Alison Krauss,0.9966,0.008,0.706,0.286
I'd Rather Have Jesus,Alison Krauss,0.9451,0.041,0.795,0.164
If I Didn't Know Any Better,Alison Krauss,0.8871,0.121,0.743,0.136
"I'll Remember You, Love, In My Prayers",Alison Krauss,0.995,0.014,0.664,0.322
I'm Gone,Alison Krauss,0.8446,0.051,0.835,0.114
In Your Eyes,Alison Krauss,0.9974,0.043,0.587,0.369
It All Comes Down To You,Alison Krauss,0.8288,0.082,0.818,0.1
It Don't Matter Now,Alison Krauss,-0.9141,0.164,0.769,0.067
It Wouldn't Have Made Any Difference,Alison Krauss,0.9911,0.07,0.72,0.21
I've Got That Old Feeling,Alison Krauss,0.0561,0.097,0.789,0.114
Jacob's Dream,Alison Krauss,-0.6041,0.088,0.844,0.068
Jewels,Alison Krauss,0.9976,0.0,0.541,0.459
Last Love Letter,Alison Krauss,0.9304,0.08,0.757,0.163
Let Me Touch You For A While,Alison Krauss,0.8686,0.055,0.839,0.106
Lose Again,Alison Krauss,0.9799,0.085,0.7,0.215
Midnight Rider,Alison Krauss,0.0,0.0,1.0,0.0
Miles To Go,Alison Krauss,0.4767,0.024,0.934,0.042
Missing You,Alison Krauss,0.9735,0.099,0.672,0.229
Moments Like This,Alison Krauss,0.8666,0.095,0.774,0.131
Momma Cried,Alison Krauss,-0.9839,0.248,0.666,0.086
My Ain True Love,Alison Krauss,0.9783,0.11,0.662,0.228
My Love Follows You Where You Go,Alison Krauss,0.9912,0.044,0.748,0.209
My Poor Old Heart,Alison Krauss,-0.9032,0.211,0.647,0.142
Never Got Off The Ground,Alison Krauss,-0.6423,0.07,0.887,0.043
Never Will Give Up,Alison Krauss,-0.998,0.403,0.597,0.0
New Fool,Alison Krauss,-0.3996,0.166,0.688,0.146
No Place To Hide,Alison Krauss,0.981,0.087,0.73,0.184
Nothin',Alison Krauss,0.2444,0.14,0.726,0.134
"Oh, Atlanta",Alison Krauss,0.7574,0.099,0.777,0.123
Pain Of A Troubled Life,Alison Krauss,-0.9959,0.304,0.611,0.085
Please Read The Letter,Alison Krauss,0.9876,0.04,0.747,0.213
Rain Please Go Away,Alison Krauss,0.9778,0.065,0.67,0.264
"Remind Me, Dear Lord",Alison Krauss,0.8907,0.081,0.785,0.135
Restless,Alison Krauss,0.5329,0.115,0.771,0.113
Rich Woman,Alison Krauss,0.9743,0.029,0.805,0.166
Sawing On The Strings,Alison Krauss,0.8442,0.022,0.918,0.06
Shadows,Alison Krauss,0.9831,0.043,0.809,0.147
Simple Love,Alison Krauss,0.9714,0.083,0.666,0.25
Sinking Stone,Alison Krauss,0.1362,0.122,0.763,0.115
Sister Rosetta Goes Before Us,Alison Krauss,0.9501,0.106,0.699,0.195
Sitting In The Window Of My Room,Alison Krauss,0.4019,0.154,0.703,0.144
Sleep On,Alison Krauss,0.2649,0.097,0.798,0.105
So Long So Wrong,Alison Krauss,-0.9473,0.159,0.782,0.059
Somewhere In The Vicinity Of The Heart,Alison Krauss,-0.7503,0.105,0.832,0.064
Song For Life,Alison Krauss,-0.8166,0.118,0.882,0.0
Stars,Alison Krauss,0.9703,0.072,0.758,0.17
Stay,Alison Krauss,0.7775,0.067,0.836,0.097
Steel Rails,Alison Krauss,0.9169,0.046,0.844,0.109
Take Me For Longing,Alison Krauss,0.9397,0.118,0.706,0.176
Teardrops Will Kiss The Morning Dew,Alison Krauss,0.9899,0.029,0.759,0.211
That Makes One Of Us,Alison Krauss,-0.4303,0.084,0.857,0.059
The Boy Who Wouldn't Hoe Corn,Alison Krauss,-0.8692,0.105,0.852,0.043
The Road Is A Lover,Alison Krauss,0.8402,0.02,0.898,0.083
The Three Bells,Alison Krauss,0.9765,0.034,0.841,0.125
There Is A Reason,Alison Krauss,0.9567,0.076,0.779,0.146
There Is Life,Alison Krauss,0.3182,0.071,0.83,0.099
This Sad Song,Alison Krauss,-0.8983,0.165,0.736,0.098
This Time The Dream's On Me,Alison Krauss,0.2856,0.082,0.802,0.116
"Through The Morning, Through The Night",Alison Krauss,0.9895,0.082,0.659,0.258
Tiny Broken Heart,Alison Krauss,0.9521,0.025,0.87,0.104
Too Late To Cry,Alison Krauss,-0.988,0.196,0.753,0.051
Two Highways,Alison Krauss,-0.7351,0.136,0.773,0.091
Walk Over God's Heaven,Alison Krauss,0.9925,0.014,0.636,0.35
When You Say Nothing At All,Alison Krauss,0.3662,0.041,0.864,0.094
Whiskey Lullaby,Alison Krauss,0.8887,0.061,0.845,0.093
Winter Of A Broken Heart,Alison Krauss,-0.9907,0.269,0.641,0.09
Wish I Still Had You,Alison Krauss,-0.7096,0.103,0.856,0.042
Wouldn't Be So Bad,Alison Krauss,-0.9899,0.29,0.71,0.0
You're Just A Country Boy,Alison Krauss,0.9509,0.026,0.801,0.173
All Night Train,Allman Brothers Band,-0.9157,0.109,0.852,0.039
Angeline,Allman Brothers Band,0.7821,0.055,0.818,0.128
Back Where It All Begins,Allman Brothers Band,0.9799,0.008,0.801,0.191
Before The Bullets Fly,Allman Brothers Band,-0.0905,0.131,0.746,0.123
Black Hearted Woman,Allman Brothers Band,-0.2695,0.142,0.717,0.141
Blind Love,Allman Brothers Band,0.8935,0.193,0.589,0.218
Blue Sky,Allman Brothers Band,0.9662,0.041,0.729,0.23
Can You Fool,Allman Brothers Band,-0.9437,0.181,0.679,0.14
Can't Get Over You,Allman Brothers Band,0.9396,0.073,0.766,0.161
Can't Lose What You Never Had,Allman Brothers Band,0.9611,0.058,0.744,0.198
Can't Take It With You,Allman Brothers Band,-0.889,0.136,0.779,0.085
Cast Off All My Fears,Allman Brothers Band,-0.25,0.115,0.789,0.095
Change My Way Of Living,Allman Brothers Band,0.9848,0.029,0.809,0.163
Come And Go Blues,Allman Brothers Band,0.9692,0.094,0.719,0.187
Come On In My Kitchen,Allman Brothers Band,0.9931,0.039,0.71,0.251
Crazy Love,Allman Brothers Band,0.9917,0.181,0.461,0.358
Crossroad,Allman Brothers Band,0.8807,0.0,0.913,0.087
Desdemona,Allman Brothers Band,0.6808,0.034,0.888,0.078
Desert Blues,Allman Brothers Band,0.9882,0.013,0.822,0.165
Dimples,Allman Brothers Band,0.9803,0.0,0.76,0.24
Done Somebody Wrong,Allman Brothers Band,-0.7717,0.161,0.725,0.113
Don't Keep Me Wonderin',Allman Brothers Band,-0.7412,0.108,0.835,0.057
Dreams,Allman Brothers Band,0.9839,0.032,0.75,0.217
Drunken Hearted Boy,Allman Brothers Band,-0.811,0.163,0.699,0.137
End Of The Line,Allman Brothers Band,-0.9779,0.185,0.736,0.079
Famous Last Words,Allman Brothers Band,-0.2565,0.052,0.907,0.041
Firing Line,Allman Brothers Band,-0.9571,0.15,0.812,0.038
Get On With Your Life,Allman Brothers Band,-0.9679,0.161,0.758,0.082
God Rest His Soul,Allman Brothers Band,0.9054,0.078,0.757,0.164
Goin' Down Slow,Allman Brothers Band,-0.033,0.157,0.686,0.156
Good Clean Fun,Allman Brothers Band,0.978,0.149,0.622,0.229
Good Morning Little Schoolgirl,Allman Brothers Band,0.9879,0.02,0.84,0.14
Happily Married Man,Allman Brothers Band,0.9948,0.038,0.719,0.243
Heart Of Stone,Allman Brothers Band,0.9752,0.09,0.697,0.213
High Cost Of Low Living,Allman Brothers Band,0.8809,0.09,0.789,0.12
Hoochie Coochie Man,Allman Brothers Band,-0.9477,0.105,0.83,0.065
I Beg Of You,Allman Brothers Band,0.9992,0.041,0.453,0.506
I Got A Right To Be Wrong,Allman Brothers Band,-0.9855,0.19,0.762,0.047
I'm Gonna Move To The Outskirts Of Town,Allman Brothers Band,0.9933,0.017,0.646,0.338
I'm No Angel,Allman Brothers Band,-0.9774,0.223,0.671,0.105
It Ain't Over Yet,Allman Brothers Band,0.5648,0.07,0.831,0.1
It's Not My Cross To Bear,Allman Brothers Band,0.9816,0.049,0.74,0.211
Jelly Jelly,Allman Brothers Band,-0.9848,0.307,0.675,0.018
Just Ain't Easy,Allman Brothers Band,0.6574,0.141,0.68,0.179
Just Another Love Song,Allman Brothers Band,0.6003,0.116,0.75,0.134
Keep On Keepin' On,Allman Brothers Band,0.9668,0.107,0.677,0.215
Layla,Allman Brothers Band,0.9813,0.149,0.597,0.254
Loaded Dice,Allman Brothers Band,0.9947,0.077,0.644,0.279
Long Time Gone,Allman Brothers Band,0.8703,0.035,0.874,0.091
Louisiana Lou And Three Card Monty John,Allman Brothers Band,0.9468,0.0,0.89,0.11
Low Down Dirty Mean,Allman Brothers Band,0.3287,0.081,0.817,0.102
Maybe We Can Go Back To Yesterday,Allman Brothers Band,0.9894,0.061,0.679,0.26
Maydell,Allman Brothers Band,0.9733,0.158,0.616,0.226
Melissa,Allman Brothers Band,-0.8574,0.168,0.696,0.136
Midnight Man,Allman Brothers Band,0.9887,0.037,0.794,0.169
Midnight Rider,Allman Brothers Band,0.1406,0.075,0.854,0.072
Multicolord Lady,Allman Brothers Band,-0.9912,0.234,0.719,0.047
No One To Run With,Allman Brothers Band,-0.0644,0.063,0.875,0.062
Nobody Knows,Allman Brothers Band,0.9823,0.02,0.83,0.15
Ocean Awash The Gunwale,Allman Brothers Band,-0.3833,0.051,0.896,0.053
Please Be With Me,Allman Brothers Band,0.8401,0.099,0.761,0.14
Please Call Home,Allman Brothers Band,0.9742,0.027,0.821,0.152
Rain,Allman Brothers Band,-0.0258,0.067,0.845,0.088
Ramblin' Man,Allman Brothers Band,0.765,0.05,0.841,0.109
Revival,Allman Brothers Band,0.9983,0.02,0.59,0.389
Rockin' Horse,Allman Brothers Band,-0.9706,0.196,0.701,0.102
Seven Turns,Allman Brothers Band,0.9565,0.024,0.859,0.117
Shapes Of Things,Allman Brothers Band,0.926,0.087,0.747,0.166
She Has Funny Cars,Allman Brothers Band,0.7939,0.085,0.79,0.125
So Long,Allman Brothers Band,0.9433,0.082,0.735,0.183
Soulshine,Allman Brothers Band,0.9942,0.065,0.712,0.222
Southbound,Allman Brothers Band,0.9702,0.015,0.816,0.169
Spoonful,Allman Brothers Band,0.98,0.058,0.754,0.188
Stand Back,Allman Brothers Band,-0.9304,0.114,0.821,0.065
Stormy Monday,Allman Brothers Band,-0.1761,0.171,0.648,0.182
Sweet Mama,Allman Brothers Band,0.8595,0.127,0.674,0.199
Temptation Is A Gun,Allman Brothers Band,0.6994,0.114,0.765,0.121
The Judgement,Allman Brothers Band,0.4322,0.083,0.806,0.11
The Same Thing,Allman Brothers Band,-0.9289,0.137,0.822,0.041
Tombstone Eyes,Allman Brothers Band,0.9775,0.049,0.828,0.124
Trouble No More,Allman Brothers Band,0.9908,0.097,0.587,0.316
Try It One More Time,Allman Brothers Band,0.9127,0.021,0.875,0.104
Wasted Words,Allman Brothers Band,0.7348,0.137,0.698,0.165
What's Done Is Done,Allman Brothers Band,-0.8735,0.104,0.84,0.056
Whipping Post,Allman Brothers Band,0.7935,0.098,0.754,0.148
Who To Believe,Allman Brothers Band,-0.9936,0.265,0.591,0.144
Worried Down With The Blues,Allman Brothers Band,0.9336,0.158,0.641,0.2
20.000 Lieues Sous Les Mers,Alphaville,0.743,0.046,0.843,0.112
20. Th Century,Alphaville,-0.4927,0.137,0.753,0.109
About A Heart,Alphaville,-0.5254,0.028,0.961,0.01
All In The Golden Afternoon,Alphaville,0.2859,0.105,0.783,0.111
And As For Love,Alphaville,0.8428,0.1,0.767,0.133
And I Wonder,Alphaville,0.8609,0.093,0.771,0.136
Anyway,Alphaville,0.9209,0.033,0.852,0.116
Astral Body,Alphaville,0.8435,0.082,0.767,0.151
Because Of You,Alphaville,0.5274,0.104,0.757,0.139
Big In Japan,Alphaville,0.6229,0.045,0.901,0.054
Big Yellow Sun,Alphaville,0.9519,0.025,0.825,0.15
Burning Wheels,Alphaville,0.9715,0.0,0.822,0.178
C Me Thru,Alphaville,0.9684,0.114,0.72,0.166
Caroline,Alphaville,0.9583,0.012,0.9,0.087
Carry Your Flag,Alphaville,0.4763,0.096,0.789,0.115
Change The World,Alphaville,0.8885,0.041,0.858,0.101
Control,Alphaville,-0.9836,0.193,0.75,0.057
Cosmopolitician,Alphaville,0.6481,0.116,0.751,0.133
Dance With Me,Alphaville,0.9851,0.048,0.72,0.233
Danger In Your Paradise,Alphaville,0.9712,0.152,0.605,0.243
Dangerous Places,Alphaville,0.8793,0.076,0.79,0.134
Days Full Of Wonder,Alphaville,-0.6705,0.142,0.732,0.126
Do The Strand,Alphaville,0.899,0.029,0.853,0.119
Elegy,Alphaville,-0.0862,0.025,0.961,0.014
Faith,Alphaville,0.9947,0.016,0.664,0.32
Fallen Angel,Alphaville,0.9477,0.047,0.824,0.13
Fantastic Dream,Alphaville,0.9903,0.009,0.749,0.241
Flame,Alphaville,0.9901,0.063,0.707,0.23
Fools,Alphaville,0.8112,0.11,0.729,0.161
For A Million,Alphaville,0.9292,0.039,0.834,0.127
Heartbreaker,Alphaville,0.9236,0.039,0.833,0.128
I'll Die For You Today,Alphaville,-0.9565,0.157,0.753,0.091
Impossible Dream,Alphaville,0.9823,0.027,0.773,0.201
In Bubblegum,Alphaville,0.9791,0.112,0.662,0.227
Inside Out,Alphaville,0.9423,0.039,0.822,0.139
Jerusalem,Alphaville,0.9918,0.023,0.712,0.265
Lassie Come Home,Alphaville,0.3182,0.068,0.852,0.08
Lies,Alphaville,0.9948,0.037,0.704,0.259
Life Is King,Alphaville,0.4646,0.15,0.68,0.17
Life On Mars?,Alphaville,-0.9796,0.18,0.748,0.072
Like Thunder,Alphaville,0.7964,0.054,0.827,0.119
Missionary Man,Alphaville,-0.986,0.196,0.736,0.067
Moon Girl,Alphaville,0.9855,0.129,0.648,0.223
Next Generation,Alphaville,-0.8854,0.125,0.807,0.068
On The Beach,Alphaville,0.8087,0.042,0.869,0.089
Pandora's Lullaby,Alphaville,0.2682,0.055,0.872,0.073
Paradigm Shift,Alphaville,-0.1169,0.155,0.686,0.16
Peace On Earth,Alphaville,0.984,0.067,0.656,0.276
Point Of No Return,Alphaville,0.2223,0.045,0.879,0.076
Recycling,Alphaville,0.7391,0.037,0.883,0.08
Red Rose,Alphaville,0.9844,0.012,0.814,0.174
Romeos,Alphaville,-0.8934,0.1,0.883,0.016
Seeds,Alphaville,0.7569,0.091,0.779,0.13
She Fades Away,Alphaville,0.8655,0.049,0.841,0.11
Spirit Of The Age,Alphaville,-0.9956,0.212,0.728,0.06
Still Falls The Rain,Alphaville,0.9682,0.049,0.792,0.159
Summer Rain,Alphaville,0.9632,0.095,0.734,0.171
The End,Alphaville,0.9747,0.096,0.695,0.209
The Mysteries Of Love,Alphaville,0.997,0.015,0.643,0.342
The One Thing,Alphaville,0.9195,0.114,0.696,0.19
The Voyager,Alphaville,0.9768,0.0,0.829,0.171
To Germany With Love,Alphaville,0.9352,0.117,0.718,0.166
Today,Alphaville,0.973,0.026,0.799,0.174
Universal Daddy,Alphaville,0.9487,0.007,0.85,0.143
Victory Of Love,Alphaville,0.9936,0.016,0.692,0.292
Wake Up!,Alphaville,0.886,0.08,0.795,0.125
Waves,Alphaville,-0.7351,0.098,0.902,0.0
Welcome To The Sun,Alphaville,0.9349,0.018,0.881,0.101
What Is Love,Alphaville,0.9918,0.092,0.569,0.338
Zoo,Alphaville,0.9947,0.008,0.781,0.211
1960,America,0.99,0.074,0.721,0.206
5Th Avenue,America,0.2702,0.063,0.857,0.08
A Christmas To Remember,America,0.9819,0.006,0.853,0.141
All Around,America,0.9879,0.0,0.856,0.144
All I Think About Is You,America,0.5621,0.065,0.836,0.1
All My Life,America,-0.7576,0.069,0.869,0.062
All Night,America,-0.8591,0.168,0.762,0.07
Always Love,America,-0.1154,0.116,0.752,0.132
Amber Cascades,America,-0.7783,0.09,0.876,0.034
And Forever,America,0.8986,0.041,0.863,0.097
Another Try,America,0.9121,0.021,0.882,0.097
Are You There,America,-0.2382,0.101,0.812,0.087
Baby It's Up To You,America,-0.533,0.093,0.87,0.036
California Dreamin',America,0.8225,0.04,0.888,0.072
California Revisited,America,0.8126,0.07,0.791,0.139
Call Of The Wild,America,0.9716,0.039,0.815,0.147
Coastline,America,-0.8802,0.083,0.871,0.046
Comin' Into Los Angeles,America,0.886,0.011,0.912,0.077
Cornwall Blank,America,0.8417,0.012,0.921,0.067
Daisy Jane,America,0.9774,0.095,0.654,0.251
Don't Cross The River,America,-0.8066,0.1,0.836,0.064
Don't Let Me Be Lonely,America,-0.9489,0.134,0.83,0.036
Early Bird,America,0.8457,0.078,0.793,0.129
Emma,America,0.8908,0.026,0.848,0.126
Fallin' Off The World,America,0.8433,0.066,0.825,0.109
From A Moving Train,America,0.7227,0.042,0.895,0.064
Frosty The Snowman,America,0.9862,0.012,0.836,0.152
Green Monkey,America,0.7633,0.045,0.853,0.103
Greenhouse,America,0.25,0.067,0.865,0.067
Half A Man,America,0.8475,0.048,0.826,0.127
Hangover,America,-0.9135,0.094,0.906,0.0
"Hark, The Herald Angels Sing",America,0.9943,0.0,0.715,0.285
Hat Trick,America,-0.9845,0.133,0.785,0.082
Head And Heart,America,0.9974,0.076,0.595,0.329
Hell's On Fire,America,0.4433,0.166,0.688,0.146
Hidden Talent,America,0.9961,0.025,0.704,0.271
Hollywood,America,0.9929,0.013,0.696,0.291
Honey,America,0.8872,0.081,0.792,0.127
Hot Town,America,0.9556,0.0,0.93,0.07
House Of Cards,America,-0.8428,0.096,0.887,0.017
How Long Must This Go On,America,0.0,0.0,1.0,0.0
I Do Believe In You,America,-0.9852,0.152,0.848,0.0
I Don't Believe In Miracles,America,0.9648,0.027,0.876,0.096
I Need You,America,0.9714,0.031,0.813,0.156
In The Dark,America,-0.4576,0.041,0.926,0.033
Indian Summer,America,0.0,0.0,1.0,0.0
It's Beginning To Look A Lot Like Christmas,America,0.9929,0.0,0.814,0.186
It's Life,America,0.9398,0.065,0.768,0.167
James Holladay (Demo),America,0.9953,0.017,0.814,0.169
Jody,America,0.3996,0.038,0.892,0.07
Kiss Of Life,America,0.9944,0.035,0.661,0.303
Lady With A Bluebird,America,0.6705,0.0,0.954,0.046
Living Isn't Really Giving,America,0.9085,0.108,0.739,0.152
Look At Me Now,America,-0.9624,0.12,0.817,0.063
"Look Up, Look Down",America,-0.9497,0.121,0.856,0.023
Love And Leaving,America,0.9903,0.069,0.714,0.217
Lovely Night,America,0.9988,0.0,0.546,0.454
Man's Road,America,-0.9253,0.118,0.882,0.0
Midnight,America,-0.8402,0.122,0.858,0.02
Might Be Your Love,America,0.9912,0.078,0.755,0.167
Mirror To Mirror,America,0.982,0.005,0.873,0.122
Mitchum Junction (Demo),America,-0.9866,0.278,0.671,0.051
Molten Love,America,0.9875,0.04,0.779,0.181
Moment To Moment,America,-0.4592,0.108,0.792,0.101
Muskrat Love,America,0.9883,0.0,0.753,0.247
My American Dream,America,0.9942,0.011,0.791,0.198
Now She's Gone,America,-0.3164,0.066,0.883,0.051
Now Sue,America,-0.5719,0.069,0.865,0.066
Old Man Took,America,0.993,0.009,0.714,0.277
On Target,America,0.9682,0.014,0.879,0.107
One Chance,America,0.9943,0.055,0.733,0.211
One In A Million,America,0.3063,0.07,0.844,0.086
Only Game In Town,America,0.901,0.153,0.659,0.188
Only In Your Heart,America,0.7991,0.032,0.86,0.108
Pages,America,0.9815,0.072,0.76,0.168
Paradise,America,0.9945,0.119,0.613,0.269
People In The Valley,America,0.2263,0.043,0.921,0.036
Pigeon Song,America,0.9809,0.024,0.717,0.259
Political Poachers,America,0.0108,0.055,0.894,0.051
Rainbow Song,America,0.7757,0.107,0.756,0.137
Rainy Day,America,-0.929,0.159,0.793,0.049
Ride On,America,0.8047,0.017,0.894,0.089
Right Back To Me,America,0.9907,0.023,0.743,0.234
Right Before Your Eyes,America,0.9326,0.038,0.86,0.101
Sandman,America,0.5399,0.052,0.851,0.097
Sarah,America,-0.496,0.157,0.702,0.141
See How The Love Goes,America,0.9943,0.05,0.704,0.246
Sergeant Darkness,America,0.9231,0.083,0.75,0.167
Sheltering Sky,America,0.802,0.052,0.832,0.116
She's A Runaway,America,0.9101,0.066,0.846,0.088
She's Beside You,America,0.8555,0.0,0.949,0.051
Sleeper Train,America,0.9796,0.04,0.787,0.174
Someday Woman,America,0.9493,0.03,0.871,0.098
Special Girl,America,0.983,0.038,0.751,0.211
Stereo,America,0.988,0.015,0.823,0.161
Sunrise Sunset,America,0.8694,0.07,0.809,0.121
Survival,America,0.966,0.029,0.857,0.113
Tall Treasures,America,0.9719,0.047,0.724,0.228
Tequila Sunrise,America,0.8074,0.042,0.854,0.104
That's All I've Got To Say,America,0.9847,0.026,0.825,0.15
The Farm,America,-0.4932,0.036,0.944,0.019
The Last Unicorn,America,0.8386,0.078,0.794,0.128
The Winter Of Our Love,America,0.9423,0.05,0.82,0.13
This Time,America,0.9012,0.037,0.863,0.099
Three Roses,America,-0.8176,0.143,0.775,0.082
Till The Sun Comes Up Again,America,0.3818,0.024,0.926,0.049
Tin Man,America,0.9811,0.013,0.832,0.154
To Each His Own,America,0.9274,0.128,0.716,0.156
Tonight Is For Dreamers,America,0.8996,0.074,0.83,0.096
Unconditional Love,America,0.9932,0.023,0.681,0.296
Van Go Gan,America,0.0422,0.017,0.964,0.018
Ventura Highway,America,0.708,0.116,0.763,0.121
Walk In The Woods,America,0.34,0.098,0.79,0.112
Watching The Time Go By,America,0.8479,0.085,0.803,0.112
Watership Down,America,-0.6597,0.059,0.912,0.029
We Got All Night,America,0.9475,0.03,0.888,0.082
Wednesday Morning,America,-0.0772,0.105,0.801,0.094
What Does It Matter,America,0.3781,0.009,0.938,0.053
Wheels Are Turning,America,0.9001,0.008,0.937,0.055
All That I Need Is You,Amy Grant,-0.838,0.128,0.79,0.082
Always The Winner,Amy Grant,-0.9072,0.162,0.747,0.092
Angels,Amy Grant,-0.9882,0.129,0.854,0.017
Anywhere With Jesus,Amy Grant,0.0152,0.139,0.722,0.139
Ask Me,Amy Grant,0.9879,0.136,0.655,0.209
Beautiful,Amy Grant,0.9901,0.092,0.689,0.219
Believe (Theme From Three Wishes),Amy Grant,0.9666,0.01,0.845,0.145
Better Not To Know,Amy Grant,0.9861,0.096,0.714,0.189
Better Than A Hallelujah,Amy Grant,0.9971,0.18,0.415,0.405
Big Yellow Taxi,Amy Grant,0.9946,0.02,0.813,0.167
Brand New Start,Amy Grant,0.9901,0.077,0.672,0.252
Breath Of Heaven,Amy Grant,0.9894,0.039,0.713,0.249
Bridegroom,Amy Grant,0.9858,0.065,0.761,0.174
Carry You,Amy Grant,-0.975,0.241,0.723,0.037
Children Of The World,Amy Grant,0.9794,0.076,0.74,0.184
Christmas Hymn,Amy Grant,0.8779,0.133,0.658,0.208
Come Be With Me,Amy Grant,0.9926,0.009,0.8,0.19
"Come, Thou Fount Of Every Blessing",Amy Grant,0.9943,0.032,0.613,0.355
Cry A River,Amy Grant,-0.1779,0.161,0.683,0.156
Curious Thing,Amy Grant,0.9871,0.063,0.761,0.176
Deep As It Is Wide,Amy Grant,0.9975,0.03,0.692,0.278
Don't Try So Hard,Amy Grant,0.995,0.061,0.711,0.228
Doubly Good To You,Amy Grant,0.9967,0.005,0.72,0.275
"Emmanuel, God With Us",Amy Grant,0.9515,0.035,0.843,0.122
Every Road,Amy Grant,-0.6759,0.059,0.932,0.01
Everywhere I Go,Amy Grant,0.9663,0.012,0.851,0.137
Eye To Eye,Amy Grant,0.9601,0.083,0.764,0.153
Fairytale,Amy Grant,0.9783,0.022,0.843,0.135
Faith Walking,Amy Grant,0.9757,0.006,0.918,0.076
Faithless Heart,Amy Grant,-0.5423,0.108,0.811,0.081
Fight,Amy Grant,-0.9949,0.322,0.543,0.135
Find A Way,Amy Grant,0.9914,0.118,0.632,0.25
First Love,Amy Grant,0.9829,0.028,0.723,0.249
Galileo,Amy Grant,0.9966,0.066,0.702,0.232
Gentle Shepherd,Amy Grant,0.9949,0.012,0.62,0.367
Giggle,Amy Grant,0.9983,0.136,0.487,0.377
Good For Me,Amy Grant,0.9989,0.032,0.605,0.362
Got To Let It Go,Amy Grant,-0.9658,0.078,0.89,0.032
"Grape, Grape Joy",Amy Grant,-0.3054,0.099,0.847,0.054
Grown-Up Christmas List,Amy Grant,0.994,0.092,0.617,0.291
Happy,Amy Grant,0.9995,0.01,0.598,0.391
Hats,Amy Grant,0.9987,0.021,0.77,0.208
Have Yourself A Merry Little Christmas,Amy Grant,0.9565,0.055,0.72,0.225
He Gave Me A New Song,Amy Grant,0.936,0.018,0.813,0.169
Helping Hand,Amy Grant,0.9974,0.031,0.655,0.314
Here,Amy Grant,0.9226,0.01,0.919,0.071
Hey Now,Amy Grant,0.9936,0.0,0.773,0.227
Highly Favoured,Amy Grant,0.9976,0.055,0.619,0.327
Hope Set High,Amy Grant,0.992,0.017,0.782,0.202
House Of Love,Amy Grant,0.9963,0.056,0.71,0.234
How Can We See That Far,Amy Grant,-0.9944,0.173,0.771,0.056
How Mercy Looks From Here,Amy Grant,0.9916,0.121,0.614,0.265
I Don't Know Why,Amy Grant,0.9821,0.0,0.833,0.167
I Know Better Now,Amy Grant,0.9968,0.012,0.69,0.299
I Love A Lonely Day,Amy Grant,0.9991,0.197,0.389,0.414
I Surrender All,Amy Grant,0.9893,0.0,0.739,0.261
I Will Be Your Friend,Amy Grant,0.9792,0.053,0.819,0.128
If I Have To Die,Amy Grant,0.9665,0.104,0.73,0.166
I'll Be Home For Christmas,Amy Grant,0.9705,0.0,0.764,0.236
I'm Gonna Fly,Amy Grant,0.6071,0.081,0.827,0.092
Innocence Lost,Amy Grant,0.9221,0.185,0.58,0.235
